;;;;;;
;;;;;;
;cod;denumire;grupa;pretul;descriere;brand
;T2224;Freza Electrica ZS-710 45rpm 65W;TEHNICA;1350;Freză Nail Drill ZS-710 PRO – puternică și multifuncțională, ideală pentru manichiură și pedichiură. 65 W, până la 35.000 rotații/minut, pentru ajustarea lungimii și formei unghiilor, îndepărtarea gelurilor și tratamente pentru pielea aspră. Design practic și confortabil, potrivit profesioniștilor și pasionaților.; 
;T2225;Freza Electrica ZS-711 45 rpm 65W;TEHNICA;1000;Freză Nail Drill ZS-711 PRO White – stilată și puternică (65 W), pentru manichiură și pedichiură profesională. Funcționează silențios, cu vibrații minime, mâner ergonomic și prindere rapidă a frezelor. Două direcții de rotație: direct și invers.; 
;T2216;Freza Electrica ZS-717;TEHNICA;1350;Freză Nail Drill ZS-717 PRO 65W – design elegant, ideal pentru orice salon. Puternică și silențioasă, cu vibrații reduse, mâner ergonomic și prindere rapidă a frezelor. Două direcții de rotație, display LCD mare pentru modul de lucru, turație și direcție. Include protecție la supratensiune cu siguranță integrată.; 
;T2226;Freza Electrica ZS-718 50 rpm 70W;TEHNICA;1250;Aparat profesional pentru manichiură și pedichiură – putere 80 W, viteză maximă 50.000 rpm. Design elegant și practic, cu compartiment integrat pentru depozitarea frezelor, ideal pentru utilizare profesională.; 
;T0863;FURMAN Degresant 3in1 1000ml;Lichide;185;Curăță, degresează și pregătește suprafața unghiilor pentru aplicarea materialelor artificiale, asigurând aderență maximă și rezultate durabile.;Furman
;T0864;FURMAN Degresant 3in1 100ml;Lichide;50;Curăță, degresează și pregătește suprafața unghiilor pentru aplicarea materialelor artificiale, asigurând aderență maximă și rezultate durabile.;Furman
;T0865;FURMAN Degresant 3in1 250ml;Lichide;90;Curăță, degresează și pregătește suprafața unghiilor pentru aplicarea materialelor artificiale, asigurând aderență maximă și rezultate durabile.;Furman
;T0866;FURMAN Degresant 3in1 500ml;Lichide;135;Curăță, degresează și pregătește suprafața unghiilor pentru aplicarea materialelor artificiale, asigurând aderență maximă și rezultate durabile.;Furman
;T2200;FURMAN solutie hemostatica 33ml;Solutii pregatitoare;70;Agent hemostatic profesional pentru oprirea rapidă a sângerărilor capilare cauzate de mici tăieturi sau zgârieturi în timpul manichiurii și pedichiurii. Acționează eficient, prevenind inflamațiile și umflăturile. Ideal pentru tăieturi superficiale, abraziuni și zgârieturi.;Furman
;T1988;FURMAN Gel Lac Remover 100ml;Lichide;40;FURMAN Gel Lac Remover este o soluție profesională pentru îndepărtarea rapidă și eficientă a ojei semipermanente și a materialelor de tip gel. Formula sa acționează delicat, ajutând la dizolvarea produsului fără a deteriora unghia naturală.;Furman
;T1277;DNK'a Builder Gel №0001 Vibe 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1278;DNK'a Builder Gel №0001 Vibe 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1279;DNK'a Builder Gel №0002 Angel 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1280;DNK'a Builder Gel №0002 Angel 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1281;DNK'a Builder Gel №0003 Icon 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1282;DNK'a Builder Gel №0003 Icon 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1283;DNK'a Builder Gel №0004 Satin 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1284;DNK'a Builder Gel №0004 Satin 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1285;DNK'a Builder Gel №0005 Charm 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1286;DNK'a Builder Gel №0005 Charm 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1287;DNK'a Builder Gel №0006 Celebrity 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1288;DNK'a Builder Gel №0007 Pink Pollen 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1289;DNK'a Builder Gel №0007 Pink Pollen 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1290;DNK'a Builder Gel №0008 Peonies 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1291;DNK'a Builder Gel №0008 Peonies15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1292;DNK'a Builder Gel №0009 Ice Kiss 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1293;DNK'a Builder Gel №0009 Ice Kiss 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1294;DNK'a Builder Gel №0010 Frida 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1295;DNK'a Builder Gel №0010 Frida 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1296;DNK'a Builder Gel №0011 Angelina 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1297;DNK'a Builder Gel №0011 Angelina 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1298;DNK'a Builder Gel №0012 Diana 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1299;DNK'a Builder Gel №0012 Diana 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1300;DNK'a Builder Gel №0013 Maria 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1301;DNK'a Builder Gel №0013 Maria 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1302;DNK'a Builder Gel №0014 Lesya 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1303;DNK'a Builder Gel №0014 Lesya 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1304;DNK'a Builder Gel №0015 Olga 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1305;DNK'a Builder Gel №0015 Olga 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1306;DNK'a Builder Gel №0016 Hedy 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1307;DNK'a Builder Gel №0016 Hedy 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1308;DNK'a Builder Gel №0017 Joanne 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1309;DNK'a Builder Gel №0017 Joanne 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1310;DNK'a Builder Gel №0018 Coco 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1311;DNK'a Builder Gel №0018 Coco 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1312;DNK'a Builder Gel №0019 Margaret 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1313;DNK'a Builder Gel №0019  Margaret 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1318;DNK'a Builder Gel №0032 Glow 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1319;DNK'a Builder Gel №0032 Glow 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1320;DNK'a Builder Gel №0033 Glow 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1321;DNK'a Builder Gel №0034 Glow 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1322;DNK'a Builder Gel №0034 Glow 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1323;DNK'a  Pearl Builder Gel  №0020 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1324;DNK'a  Pearl Builder Gel  №0020 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1325;DNK'a  Pearl Builder Gel  №0021 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1326;DNK'a  Pearl Builder Gel  №0021 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1327;DNK'a  Pearl Builder Gel  №0022 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1328;DNK'a  Pearl Builder Gel  №0022  15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1329;DNK'a  Pearl Builder Gel  №0023 30ml;Alungire;290;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1330;DNK'a  Pearl Builder Gel  №0023 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1331;DNK'a  Pearl Builder Gel №0024 15ml;Alungire;170;Gelul DNK'a Builder Gel este un gel de modelare universal, de înaltă calitate, cu trei faze și temperatură scăzută, cu efect de tixotropie. Are o consistență mediu-densă, se distribuie uniform și se autonivelează.;DNK'a
;T1332;DNK'a  Mousse  Builder Gel №001 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1333;DNK'a  Mousse  Builder Gel №002 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1334;DNK'a  Mousse  Builder Gel №002 30ml;Alungire;295;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1335;DNK'a  Mousse  Builder Gel №003 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1336;DNK'a  Mousse  Builder Gel №003 30ml;Alungire;295;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1337;DNK'a  Mousse  Builder Gel №004 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1338;DNK'a  Mousse  Builder Gel №004 30ml;Alungire;295;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1339;DNK'a  Mousse  Builder Gel №005 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1340;DNK'a  Mousse  Builder Gel №005 30ml;Alungire;295;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1341;DNK'a  Mousse  Builder Gel №006 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1342;DNK'a  Mousse  Builder Gel №006 30ml;Alungire;295;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1343;DNK'a  Mousse  Builder Gel №007 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1344;DNK'a  Mousse  Builder Gel №007 30ml;Alungire;295;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1345;DNK'a  Mousse  Builder Gel №008 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1346;DNK'a  Mousse  Builder Gel №008 30ml;Alungire;295;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1347;DNK'a  Mousse  Builder Gel №009 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1348;DNK'a  Mousse  Builder Gel №009 30ml;Alungire;295;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1349;DNK'a  Mousse  Builder Gel №010 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1350;DNK'a  Mousse  Builder Gel №010 30ml;Alungire;295;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1351;DNK'a  Mousse  Builder Gel №011 15ml;Alungire;185;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1352;DNK'a  Mousse  Builder Gel №011 30ml;Alungire;295;Gel profesional cu textură mousse – consistență medie, tixotropă, care permite modelarea rapidă a mai multor unghii simultan și cu șlefuire minimă. Rezistent și ideal pentru reconstrucția unghiilor naturale, modelare și corecții precise.;DNK'a
;T1688;DNK'a Jelly Gel   15ml №01 Clear;Alungire;180;DNK'a Jelly Gel – gel dens și ferm, cu textură gelatinoasă, ideal pentru corecție, alungire și reconstrucție a unghiilor. Menține forma perfectă înainte de polimerizare, ușurând modelarea și lucru simultan pe mai multe unghii.;DNK'a
;T1689;DNK'a Jelly Gel   15ml №02 Vanilla;Alungire;180;DNK'a Jelly Gel – gel dens și ferm, cu textură gelatinoasă, ideal pentru corecție, alungire și reconstrucție a unghiilor. Menține forma perfectă înainte de polimerizare, ușurând modelarea și lucru simultan pe mai multe unghii.;DNK'a
;T1690;DNK'a Jelly Gel   15ml №03 Fetish;Alungire;180;DNK'a Jelly Gel – gel dens și ferm, cu textură gelatinoasă, ideal pentru corecție, alungire și reconstrucție a unghiilor. Menține forma perfectă înainte de polimerizare, ușurând modelarea și lucru simultan pe mai multe unghii.;DNK'a
;T1691;DNK'a Jelly Gel   15ml №04 Mania;Alungire;180;DNK'a Jelly Gel – gel dens și ferm, cu textură gelatinoasă, ideal pentru corecție, alungire și reconstrucție a unghiilor. Menține forma perfectă înainte de polimerizare, ușurând modelarea și lucru simultan pe mai multe unghii.;DNK'a
;T1692;DNK'a Jelly Gel   15ml №05 Trigger;Alungire;180;DNK'a Jelly Gel – gel dens și ferm, cu textură gelatinoasă, ideal pentru corecție, alungire și reconstrucție a unghiilor. Menține forma perfectă înainte de polimerizare, ușurând modelarea și lucru simultan pe mai multe unghii.;DNK'a
;T1693;DNK'a Jelly Gel   15ml №06 Idol;Alungire;180;DNK'a Jelly Gel – gel dens și ferm, cu textură gelatinoasă, ideal pentru corecție, alungire și reconstrucție a unghiilor. Menține forma perfectă înainte de polimerizare, ușurând modelarea și lucru simultan pe mai multe unghii.;DNK'a
;T1694;DNK'a Jelly Gel   15ml №07 White;Alungire;180;DNK'a Jelly Gel – gel dens și ferm, cu textură gelatinoasă, ideal pentru corecție, alungire și reconstrucție a unghiilor. Menține forma perfectă înainte de polimerizare, ușurând modelarea și lucru simultan pe mai multe unghii.;DNK'a
;3034;Global Fashion Air Cushion 8g №01;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
;3035;Global Fashion Air Cushion 8g №02;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
;3036;Global Fashion Air Cushion 8g №03;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
;3037;Global Fashion Air Cushion 8g №04;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
;3038;Global Fashion Air Cushion 8g №06;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
;3039;Global Fashion Air Cushion 8g №07;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
;3040;Global Fashion Air Cushion 8g №08;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
;3041;Global Fashion Air Cushion 8g №09;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
;3042;Global Fashion Air Cushion 8g №10;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
;3043;Global Fashion Air Cushion 8g №11;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
;3044;Global Fashion Air Cushion 8g №12;Design;100;Gelul OMBRE AIR este o soluție avansată pentru realizarea rapidă și uniformă a efectului ombré pe unghii, fără necesitatea tehnicilor complexe sau a aerografului tradițional. Formula sa inteligentă permite estomparea culorilor într-un mod natural, fără linii vizibile, pete sau variații de intensitate.; 
